,Price,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days,Currency,Price_in_CHF
4166,460000,Flybridge,Azimut power boats,"Used boat,Diesel",2007,19.22,5.06,GRP,Italy Â» Friuli Venezia Giulia Â» Lignano ,333,EUR,434332
4168,460000,Hardtop,Arcoa power boats,"Used boat,Diesel",2008,18.72,4.99,PVC,"Monaco Â» Monaco, Monaco",117,EUR,434332
4170,459000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2017,13.86,4.25,GRP,Croatia (Hrvatska) Â» INFO BOOTE RIEDL NOVIGRAD,168,EUR,433388
4171,459000,Trawler,Integrity power boats,"Used boat,Diesel",2020,13.4,4.3,GRP,Germany Â» Rostock,77,EUR,433388
4172,459000,Motor Yacht,Sealine power boats,"Used boat,Diesel",2019,12.5,3.85,GRP,Germany Â» Nordsee Â» Norderney ,176,EUR,433388
4175,450000,Motor Yacht,Dalla Pieta power boats,"Used boat,Diesel",2006,17.84,4.93,GRP,Croatia (Hrvatska),46,EUR,424890
4176,450000,Flybridge,Fairline power boats,"Used boat,Diesel",2009,15.7,4.49,GRP,Croatia (Hrvatska),75,EUR,424890
4177,450000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2015,13.96,4.25,GRP,Spain Â» Mallorca Â» Mallorca,122,EUR,424890
4178,450000,Flybridge,Nimbus power boats,"Used boat,Diesel",2018,13.33,3.86,GRP,Croatia (Hrvatska) Â» Sibenik,115,EUR,424890
4180,450000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2007,15.79,4.5,GRP,Croatia (Hrvatska) Â» Split,41,EUR,424890
4182,450000,Flybridge,Azimut power boats,"Used boat,Diesel",1997,24.15,5.9,PVC,"Turkey Â» MARMARIS, MARMARIS",102,EUR,424890
4185,450000,Flybridge,Cayman power boats,"Used boat,Diesel",2008,15.0,4.5,GRP,Croatia (Hrvatska),38,EUR,424890
4186,450000,Flybridge,Cayman power boats,"Used boat,Diesel",2007,19.6,5.07,GRP,Croatia (Hrvatska),75,EUR,424890
4187,450000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2008,17.6,4.62,GRP,Croatia (Hrvatska),99,EUR,424890
4189,450000,Trawler,Rhea power boats,"Used boat,Diesel",2012,14.85,4.8,GRP,France Â» PACA,82,EUR,424890
4190,450000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2011,14.63,4.47,GRP,Spain Â» Mallorca Â» Mallorca,74,EUR,424890
4191,450000,Pilothouse,VICEM power boats,"Used boat,Diesel",2009,16.5,4.97,Wood,Spain Â» Baleares Â» Ibiza,79,EUR,424890
4192,450000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2001,22.1,5.43,GRP,Italy,104,EUR,424890
4193,449500,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2015,13.96,4.3,GRP,Spain Â» Mallorca Â» Palma ,120,EUR,424418
4194,449000,Flybridge,Princess power boats,"Used boat,Diesel",2008,17.83,4.83,GRP,Croatia (Hrvatska) Â» INFO BOOTE RIEDL NOVIGRAD,72,EUR,423946
4196,449000,Hardtop,Sessa power boats,"new boat from stock,Diesel",2020,13.5,3.99,GRP,Italy Â» Toscana Â» Toscana,160,EUR,423946
4197,449000,Hardtop,Sunseeker power boats,"Used boat,Diesel",2006,17.35,4.6,GRP,Spain Â» Ibiza,40,EUR,423946
4198,449000,Motor Yacht,Bavaria power boats,Used boat,2016,13.22,4.41,GRP,Croatia (Hrvatska) Â» onbekend,78,EUR,423946
4199,449000,Motor Yacht,Galeon power boats,"Used boat,Diesel",2016,12.5,4.1,GRP,Spain Â» Mallorca Â» Palma ,73,EUR,423946
4200,449000,Motor Yacht,Sarnico power boats,"Used boat,Diesel",2007,18.52,4.75,GRP,Italy Â» Napels,75,EUR,423946
4201,449000,Flybridge,Galeon power boats,"Used boat,Diesel",2016,12.5,4.16,GRP,Spain Â» INFO DD-YACHTING,38,EUR,423946
4202,449000,Motor Yacht,Nimbus power boats,"Used boat,Diesel",2017,13.33,3.86,GRP,Germany Â» Berlin Â» Werder (Havel),116,EUR,423946
4203,449000,Flybridge,Astondoa power boats,"Used boat,Diesel",1995,20.26,5.4,GRP,Spain Â» Mallorca Â» Cala d' Or ,82,EUR,423946
4205,440000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2009,14.3,4.52,GRP,Croatia (Hrvatska) Â» INFO DD-YACHTING,41,EUR,415448
4206,440000,Flybridge,Azimut power boats,"Used boat,Diesel",2009,17.5,4.75,GRP,Italy,68,EUR,415448
4207,440000,Center console boat,Sunseeker power boats,"Used boat,Diesel",2010,13.47,4.3,GRP,Spain Â» Mallorca Â» Mallorca,94,EUR,415448
4208,440000,Hardtop,Sunseeker power boats,"Used boat,Diesel",2011,16.17,4.3,GRP,Spain Â» Santa Ponca,152,EUR,415448
4209,440000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2006,18.88,4.75,GRP,Croatia (Hrvatska) Â» On request,37,EUR,415448
4210,440000,Flybridge,Apreamare power boats,Used boat,2013,14.97,4.8,GRP,Italy Â» Campania Â» Campania,89,EUR,415448
4211,440000,"Cabin Boat,Motor Yacht,Offshore Boat",Performance power boats,"Used boat,Unleaded",2013,13.33,3.4,GRP,Italy Â» Lake Garda Â» Gardasee ,345,EUR,415448
4212,439000,Trawler,Linssen power boats,"Used boat,Diesel",2011,14.45,4.4,Steel,Germany Â» Brandenburg Â» Zehdenick,120,EUR,414504
4213,439000,Flybridge,Princess power boats,"Used boat,Diesel",2006,17.0,4.0,GRP,Croatia (Hrvatska) Â» Dalmatia,69,EUR,414504
4214,439000,Hardtop,Sunseeker power boats,"Used boat,Diesel",2008,17.6,4.63,GRP,Spain Â» Mallorca Â» Palma ,189,EUR,414504
4215,439000,Hardtop,Prestige Yachts power boats,"Used boat,Diesel",2013,15.6,4.5,PVC,"France Â» CANET EN ROUSSILLON, France",106,EUR,414504
4217,439000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2004,19.0,5.0,GRP,Croatia (Hrvatska) Â» On request,139,EUR,414504
4218,439000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2006,19.86,5.25,GRP,Spain Â» Mallorca Â» Palma ,378,EUR,414504
4219,439000,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2012,14.92,4.5,GRP,Germany Â» Neustadt in Holstein,148,EUR,414504
4220,438000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2006,18.41,4.98,GRP,Croatia (Hrvatska) Â» INFO DD-YACHTING,85,EUR,413560
4221,438000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2010,14.63,4.3,GRP,France Â» South of France,68,EUR,413560
4222,399000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2007,18.9,5.0,GRP,United Kingdom Â» Poole,75,£,437144
4223,437000,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2014,15.1,4.32,PVC,"France Â» LA GRANDE MOTTE, LA GRANDE MOTTE",58,EUR,412615
4224,435000,Hardtop,Jeanneau power boats,"Used boat,Diesel",2011,14.95,4.5,GRP,Portugal Â» Vilamoura Algarve,42,EUR,410727
4225,435000,Motor Yacht,Princess power boats,"Used boat,Diesel",2007,17.67,4.59,GRP,Croatia (Hrvatska),48,EUR,410727
4226,435000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2011,16.7,4.74,GRP,Turkey Â» Mu?la,76,EUR,410727
4227,395000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2011,15.54,4.3,GRP,Spain Â» Mallorca Â» Mallorca,157,£,432762
4228,433258,Hardtop,Jeanneau power boats,"new boat from stock,Diesel",2020,13.93,4.1,PVC,France,105,EUR,409082
4229,430200,Motor Yacht,Fjord power boats,"new boat on order,Diesel",2020,12.84,3.99,PVC,France,86,EUR,406195
4231,430000,Center console boat,Sunseeker power boats,"Used boat,Diesel",2001,22.9,5.43,GRP,Italy Â» Sicilia Â» Sicilia,258,EUR,406006
4232,430000,Flybridge,Azimut power boats,Used boat,2008,17.48,4.8,GRP,Italy Â» Campania Â» Campania,66,EUR,406006
4233,430000,Flybridge,Princess power boats,"Used boat,Diesel",2008,17.85,4.8,GRP,Croatia (Hrvatska),57,EUR,406006
4234,430000,Hardtop,Astondoa power boats,"Used boat,Diesel",2008,15.03,4.6,GRP,Italy Â» Anzio,31,EUR,406006
4235,430000,Motor Yacht,Riva power boats,"Used boat,Diesel",2003,18.05,4.72,GRP,Germany Â» PORTO PICCOLO,270,EUR,406006
4236,427000,Motor Yacht,Azimut power boats,"Used boat,Diesel",2007,17.53,4.82,GRP,Germany,87,EUR,403173
4237,426525,Trawler,Rhea power boats,new boat from stock,2008,10.4,3.98,GRP,Netherlands Â» In verkoophaven,176,EUR,402725
4239,425310,Hardtop,Galeon power boats,"new boat from stock,Diesel",2019,13.46,3.9,GRP,Germany Â» Lake Constance Â» Konstanz,367,EUR,401578
4240,425000,Hardtop,Sunseeker power boats,"Used boat,Diesel",2008,16.21,4.29,GRP,Italy Â» Aprilia Marittima di Latisana (UD),58,EUR,401285
4243,425000,Motor Yacht,Sunseeker power boats,Used boat,2009,17.35,4.6,GRP,Netherlands,128,EUR,401285
4244,459000,Motor Yacht,Princess power boats,"Used boat,Diesel",2007,16.1,4.5,GRP,Croatia (Hrvatska) Â» Istria,247,CHF,459000
4246,385000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2009,17.37,4.63,GRP,Croatia (Hrvatska) Â» Split,127,£,421806
4247,455490,Cabin Boat,De Antonio Yachts power boats,"new boat on order,Unleaded",2020,12.64,3.99,GRP,Switzerland Â» Lake Geneva Â» MEINIER ,323,CHF,455490
4248,420056,Catamaran,Fountaine Pajot power boats,"new boat from stock,Diesel",2008,11.02,5.1,GRP,Germany Â» Ostsee Â» Laboe bei Kiel,77,EUR,396617
4249,420000,Flybridge,Sealine power boats,"Used boat,Diesel",2006,18.67,4.87,GRP,Croatia (Hrvatska) Â» auf Anfrage / on request / Adria / Kroatien,94,EUR,396564
4252,420000,Flybridge,Burger power boats,"Used boat,Diesel",1985,23.99,5.94,Aluminium,Italy Â» Lazio Â» ROMA ,86,EUR,396564
4254,420000,Flybridge,Azimut power boats,"Used boat,Diesel",2008,14.46,4.62,GRP,Greece Â» Athens,78,EUR,396564
4255,420000,Flybridge,Innovazioni e Progetti power boats,"Used boat,Diesel",2009,17.53,4.65,GRP,Croatia (Hrvatska),61,EUR,396564
4256,420000,Motor Yacht,Atlantis power boats,"Used boat,Diesel",2009,16.46,4.5,GRP,Malta Â» Paceville,20,EUR,396564
4257,420000,Flybridge,Skagen power boats,"Used boat,Diesel",2007,16.19,4.75,GRP,Italy Â» Mar Tirreno,56,EUR,396564
4258,419900,Flybridge,Azimut power boats,"Used boat,Diesel",2008,14.3,4.52,GRP,Greece,60,EUR,396470
4260,419000,Motor Yacht,Yaretti power boats,"Used boat,Diesel",2006,20.0,5.0,GRP,Croatia (Hrvatska) Â» Istra,83,EUR,395620
4261,419000,Motor Yacht,Canados power boats,"Used boat,Diesel",2017,12.97,4.2,GRP,Spain Â» Ibiza,124,EUR,395620
4263,417417,Hardtop,Marex power boats,"new boat from stock,Diesel",2020,11.99,3.45,GRP,Switzerland Â» VierwaldstÃ¤ttersee Â» Stansstad,459,EUR,394125
4264,417417,Pilothouse,Marex power boats,"new boat from stock,Diesel",2008,11.99,3.45,GRP,"Switzerland Â» Bielersee Â» le landeron, NeuchÃ¢tel ",231,EUR,394125
4265,417204,Motor Yacht,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2008,14.78,4.2,GRP,Switzerland Â» VierwaldstÃ¤ttersee Â» Stansstad,246,EUR,393924
4266,417204,Motor Yacht,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2008,14.78,4.2,GRP,"Switzerland Â» Le Landeron, NeuchÃ¢tel ",178,EUR,393924
4267,405000,Flybridge,Sessa power boats,"new boat from stock,Diesel",2020,13.2,3.9,GRP,Italy Â» Toscana Â» Toscana,115,EUR,382401
4268,369000,Motor Yacht,Princess power boats,"Used boat,Diesel",2017,12.95,3.78,GRP,Poland,68,£,404276
4269,2999000,Motor Yacht,Greenline power boats,"new boat from stock,Diesel",2020,11.96,3.75,GRP,Denmark Â» Showroom Toldbodgade 94 Randers,48,DKK,379778
4270,2998000,Motor Yacht,Marex power boats,"Used boat,Diesel",2019,11.49,3.59,GRP,Denmark Â» Kontakt os,171,DKK,379652
4271,2992500,Hardtop,Princess power boats,"new boat from stock,Diesel",2008,16.36,4.47,GRP,Denmark Â» Frankrig,69,DKK,378955
4273,400000,Motor Yacht,Baia power boats,"Used boat,Diesel",2001,18.9,5.0,GRP,Italy,101,EUR,377680
4276,400000,Flybridge,Jeanneau power boats,"Used boat,Diesel",2016,12.56,4.3,GRP,France Â» CÃ´te d'Azur Â» Marseille,51,EUR,377680
4278,400000,Motor Yacht,Maiora power boats,"Used boat,Diesel",1994,23.0,5.6,GRP,Italy,61,EUR,377680
4279,400000,Flybridge,Ferretti power boats,Used boat,2002,18.3,5.25,GRP,Italy Â» Campania Â» Campania,73,EUR,377680
4280,400000,Flybridge,Azimut power boats,"Used boat,Diesel",2005,17.51,4.75,GRP,Croatia (Hrvatska),99,EUR,377680
4281,400000,Hardtop,Rizzardi power boats,Used boat,2010,16.0,4.4,GRP,Italy Â» Campania Â» Campania,65,EUR,377680
4282,400000,Motor Yacht,Maiora power boats,Used boat,1993,23.0,5.8,GRP,Netherlands,127,EUR,377680
4283,400000,Motor Yacht,Marine Projects power boats,Used boat,1994,20.9,5.08,GRP,Estonia Â» Ostsee Â» Ostsee,50,EUR,377680
4284,399990,Motor Yacht,Elling power boats,"Used boat,Diesel",2014,13.8,4.25,GRP,Germany Â» Schleswig-Holstein Â» Schleswig-Holstein,115,EUR,377671
4285,399900,Motor Yacht,Absolute power boats,"Used boat,Diesel",2008,16.8,4.66,GRP,Croatia (Hrvatska) Â» BOOTE RIEDL NOVIGRAD,48,EUR,377586
4286,399500,Flybridge,Seaway power boats,"Used boat,Diesel",2010,16.0,4.0,GRP,Croatia (Hrvatska) Â» Istra,84,EUR,377208
4287,399500,Motor Yacht,Sealine power boats,Used boat,2013,15.5,4.48,GRP,Greece Â» onbekend,55,EUR,377208
4288,399000,Mega Yacht,PR Marine power boats,"Used boat,Diesel",1995,21.65,5.8,GRP,Italy Â» Adria (IT) Â» Grado ,114,EUR,376736
4290,399000,Motor Yacht,Pershing power boats,"Used boat,Diesel",2008,15.23,4.38,GRP,Croatia (Hrvatska) Â» INFO BOOTE RIEDL DUBROVNIK,130,EUR,376736
4291,399000,Hardtop,Princess power boats,"Used boat,Diesel",2003,20.33,5.08,GRP,Croatia (Hrvatska) Â» NOVIGRAD,280,EUR,376736
4292,399000,Flybridge,Dalla Pieta power boats,"Used boat,Diesel",2006,18.0,4.0,GRP,Croatia (Hrvatska) Â» Istra,85,EUR,376736
4293,399000,Sport Boat,Alfamarine power boats,"Used boat,Diesel",2009,18.96,4.6,GRP,Italy Â» Toscana Â» Toscana,90,EUR,376736
4294,399000,Flybridge,Azimut power boats,"Used boat,Diesel",2013,14.0,4.8,PVC,"Poland Â» NIEPORET, Pologne",118,EUR,376736
4296,399000,Flybridge,Jeanneau power boats,"Used boat,Diesel",2018,13.73,4.13,PVC,"France Â» CAP D'AGDE, CAP D'AGDE",58,EUR,376736
4299,399000,Motor Yacht,Brabus power boats,"Used boat,Unleaded",2019,11.28,3.08,GRP,France Â» South of France,128,EUR,376736
4300,398000,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2014,13.96,4.25,PVC,"France Â» Cavalaire, Cavalaire",39,EUR,375792
4303,398000,Trawler,Grand Banks power boats,Used boat,2003,13.11,4.0,GRP,Netherlands Â» In verkoophaven,108,EUR,375792
4304,430000,Sport Boat,SAY power boats,"new boat from stock,Electric",2019,8.85,2.78,Carbon Fiber,Switzerland Â» Lake of Zurich Â» Meilen ,402,CHF,430000
4305,397500,Trawler,Smelne power boats,Used boat,2011,13.88,4.42,Steel,Netherlands Â» In verkoophaven,60,EUR,375320
4306,397500,Trawler,Integrity power boats,"Used boat,Diesel",2015,14.4,4.35,GRP,Germany Â» Rostock,80,EUR,375320
4308,397000,Flybridge,Jeanneau power boats,"Used boat,Diesel",2018,13.73,4.13,PVC,"France Â» LA GRANDE MOTTE, France",22,EUR,374847
4309,396300,Motor Yacht,Galeon power boats,"new boat from stock,Diesel",2008,12.5,4.0,GRP,Germany Â» AB WERFT,122,EUR,374186
4310,396000,Motor Yacht,Pirelli power boats,new boat from stock,2020,13.1,4.1,PVC,France,115,EUR,373903
4311,395000,Hardtop,Jeanneau power boats,"Used boat,Diesel",2016,13.7,4.13,PVC,"France Â» SAINT CAST LE GUILDO, France",45,EUR,372959
4315,395000,Motor Yacht,Riva power boats,"Used boat,Diesel",2002,18.32,4.75,GRP,France Â» Antibes,74,EUR,372959
4316,395000,Motor Yacht,Sanlorenzo power boats,"Used boat,Diesel",1996,24.0,6.08,GRP,Croatia (Hrvatska) Â» Rovinj,71,EUR,372959
4317,395000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2007,15.24,1.4,GRP,Spain Â» Mallorca Â» Palma de Mallorca,43,EUR,372959
4319,395000,Motor Yacht,Riva power boats,Used boat,2013,10.07,2.8,GRP,Netherlands,115,EUR,372959
4321,395000,Motor Yacht,Sunseeker power boats,Used boat,2000,21.0,5.2,GRP,"Croatia (Hrvatska) Â» Trogir, (CRO)",75,EUR,372959
4325,395000,Flybridge,Sunseeker power boats,"Used boat,Diesel",2006,52.5,16.0,GRP,Malta Â» San ?iljan,143,EUR,372959
4326,395000,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2011,14.94,4.29,GRP,Turkey Â» Gocek,95,EUR,372959
4327,395000,Motor Yacht,Princess power boats,"Used boat,Diesel",2007,16.36,4.47,GRP,Croatia (Hrvatska),76,EUR,372959
4330,393600,Motor Yacht,Cranchi power boats,"new boat on order,Diesel",2020,11.7,3.53,PVC,France,86,EUR,371637
4331,389000,Motor Yacht,Princess power boats,"Used boat,Diesel",2007,16.12,4.47,GRP,Croatia (Hrvatska),40,EUR,367294
4333,389000,Motor Yacht,Invictus power boats,"new boat from stock,Diesel",2020,11.4,3.5,GRP,Germany Â» Lake Constance Â» Konstanz-Dettingen,139,EUR,367294
4336,389000,Motor Yacht,Prestige Yachts power boats,"Used boat,Diesel",2013,13.96,4.3,GRP,Germany,70,EUR,367294
4337,389000,Hardtop,Jeanneau power boats,"Used boat,Diesel",2017,14.3,4.1,PVC,"France Â» Matignon, France",52,EUR,367294
4338,389000,Hardtop,Jeanneau power boats,"new boat from stock,Diesel",2020,11.47,3.59,PVC,"France Â» CANET EN ROUSSILLON, CANET EN ROUSSILLON",46,EUR,367294
4339,389000,Trawler,Altena power boats,Used boat,1999,14.99,4.85,Steel,Netherlands Â» In verkoophaven,118,EUR,367294
4340,389000,Motor Yacht,Prestige Yachts power boats,Used boat,2014,13.96,4.3,GRP,Netherlands Â» Stevensweert (NL),83,EUR,367294
4341,389000,Motor Yacht,Astondoa power boats,"Used boat,Diesel",2000,22.05,5.72,GRP,Italy Â» Sardegna Â» Sardegna,63,EUR,367294
4343,389000,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2013,13.96,4.3,GRP,Germany Â» Ostsee Â» Schleswig-Holstein / Ostsee,106,EUR,367294
4344,389000,Motor Yacht,Nimbus power boats,"Used boat,Diesel",2019,11.56,3.5,GRP,"Netherlands Â» Flevoland Â» Lelystad, Nederland",113,EUR,367294
4345,389000,Flybridge,Azimut power boats,"Used boat,Diesel",2008,15.24,4.57,GRP,Croatia (Hrvatska),59,EUR,367294
4346,389000,Flybridge,Fairline power boats,"Used boat,Diesel",2003,17.5,4.77,GRP,Greece,69,EUR,367294
4348,2887500,Flybridge,Astondoa power boats,"new boat from stock,Diesel",2011,13.18,4.11,GRP,Denmark Â» Frankrig,69,DKK,365659
4349,388000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2007,15.7,4.25,GRP,Croatia (Hrvatska) Â» NÃHE SPLIT - BOOTE RIEDL,41,EUR,366350
4350,388000,Catamaran,Fountaine Pajot power boats,"new boat from stock,Diesel",2017,11.0,5.0,GRP,Switzerland Â» Lago Maggiore Â» Locarno,277,EUR,366350
4351,387000,Trawler,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2019,11.0,3.96,PVC,"Belgium Â» Nieuport, Belgique",108,EUR,365405
4354,385380,Hardtop,Marex power boats,"new boat from stock,Diesel",2020,11.49,3.49,GRP,Switzerland Â» Stansstad,368,EUR,363876
4355,385380,Cabin Boat,Marex power boats,"new boat from stock,Diesel",2008,11.49,3.49,GRP,"Switzerland Â» Bielersee Â» le Landeron, NeuchÃ¢tel ",251,EUR,363876
4357,385000,Motor Yacht,Ferretti power boats,"Used boat,Diesel",2005,17.37,4.93,GRP,France,102,EUR,363517
4358,385000,Trawler,Linssen power boats,"Used boat,Diesel",2010,12.55,4.2,Steel,Netherlands Â» In verkoophaven,111,EUR,363517
4359,385000,Motor Yacht,Fairline power boats,"Used boat,Diesel",2008,15.0,4.0,GRP,Croatia (Hrvatska) Â» Dalmatia,70,EUR,363517
4360,385000,Flybridge,Princess power boats,"Used boat,Diesel",2005,18.45,4.85,GRP,Portugal Â» Lisbon,101,EUR,363517
4361,385000,Motor Yacht,Sealine power boats,"Used boat,Diesel",2011,12.9,4.48,GRP,Germany Â» N.-Deutschland,81,EUR,363517
4362,385000,Hardtop,Atlantis power boats,"Used boat,Diesel",2017,13.86,4.25,GRP,Croatia (Hrvatska),39,EUR,363517
4363,379000,Motor Yacht,Princess power boats,Used boat,2004,20.33,5.08,GRP,Greece Â» Griechenland,107,EUR,357852
4364,379000,Flybridge,Azimut power boats,"Used boat,Diesel",2011,13.78,4.31,GRP,Croatia (Hrvatska),93,EUR,357852
4365,379000,House Boat,Overblue power boats,"Used boat,Diesel",2016,14.0,4.2,PVC,"France Â» MARTIGUES, MARTIGUES",113,EUR,357852
4366,379000,Trawler,Integrity power boats,"Used boat,Diesel",2020,12.0,3.96,GRP,Germany Â» Rostock,74,EUR,357852
4367,379000,Flybridge,Integrity power boats,"Used boat,Diesel",2020,11.7,4.11,GRP,Germany Â» Rostock,44,EUR,357852
4368,379000,Flybridge,Azimut power boats,"Used boat,Diesel",2005,17.51,4.75,GRP,Croatia (Hrvatska) Â» INFO BOOTE RIEDL NOVIGRAD,81,EUR,357852
4369,379000,Trawler,Treffer power boats,Used boat,2019,14.3,4.35,Steel,Netherlands Â» onbekend,27,EUR,357852
4370,379000,Motor Yacht,Jeanneau power boats,"new boat from stock,Unleaded",2020,11.93,3.57,GRP,Germany Â» BÃ¶nningstedt,65,EUR,357852
4371,379000,Catamaran,Leopard power boats,"Used boat,Diesel",2016,13.0,6.72,GRP,Seychelles Â» MahÃ©,88,EUR,357852
4372,378609,Motor Yacht,Cranchi power boats,"new boat from stock,Diesel",2019,11.7,3.53,GRP,Netherlands Â» onbekend,73,EUR,357483
4373,378000,Flybridge,Fairline power boats,"Used boat,Diesel",2009,15.19,4.47,GRP,Croatia (Hrvatska),51,EUR,356908
4374,375000,Flybridge,AICON Yachts power boats,"Used boat,Diesel",2008,17.4,4.9,GRP,Italy,122,EUR,354075
4377,375000,Motor Yacht,Princess power boats,"Used boat,Diesel",2008,16.36,4.47,GRP,Croatia (Hrvatska),87,EUR,354075
4379,375000,Flybridge,Azimut power boats,"Used boat,Diesel",2006,16.7,4.75,GRP,Croatia (Hrvatska),61,EUR,354075
4380,375000,Hardtop,Sunseeker power boats,"Used boat,Diesel",2007,17.1,4.6,GRP,Spain Â» Roses,41,EUR,354075
4381,375000,Flybridge,Jeanneau power boats,"new boat from stock,Diesel",2019,11.43,3.84,GRP,Germany Â» Berlin Â» Werder (Havel),110,EUR,354075
4382,375000,Flybridge,Azimut power boats,"Used boat,Diesel",2002,19.86,5.27,PVC,"Spain Â» Mallorca Â» Palma de Mallorca, Palma de Mallorca",68,EUR,354075
4385,375000,Motor Yacht,Absolute power boats,"Used boat,Diesel",2008,16.8,4.65,GRP,Croatia (Hrvatska),68,EUR,354075
